native_language,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
german,0.09,0.161,0.262,0.963,0.05,0.275,0.0,0.0,0.06,0.202,0.0,0.0,0.09,0.2,0.952,0.969,0.09,0.178,0.881,0.0,0.15,0.161,0.952,0.825,0.0
german,0.26,0.147,0.976,0.856,0.05,0.281,0.976,1.0,0.09,0.197,0.976,1.0,0.12,0.179,0.976,1.0,0.18,0.142,0.667,0.931,0.09,0.179,0.786,0.731,0.544
german,0.09,0.185,0.976,0.887,0.06,0.247,0.976,1.0,0.08,0.199,0.929,0.975,0.09,0.208,0.929,0.938,0.11,0.176,0.881,0.0,0.25,0.157,0.952,0.919,0.975
german,0.05,0.165,0.429,0.719,0.05,0.187,0.405,0.644,0.05,0.21,0.762,0.0,0.11,0.169,0.5,0.881,0.05,0.183,0.524,0.794,0.05,0.188,0.095,0.931,0.512
german,0.55,0.132,0.762,0.0,0.05,0.291,0.476,0.0,0.05,0.197,0.952,0.0,0.12,0.168,0.881,0.969,0.08,0.168,0.548,0.963,0.17,0.168,0.952,0.819,0.988
german,0.05,0.183,0.762,0.938,0.08,0.181,0.952,0.975,0.06,0.185,0.857,0.963,0.09,0.202,0.905,0.95,0.09,0.177,0.476,0.887,0.11,0.171,0.095,0.863,0.938
german,0.11,0.209,0.976,0.744,0.05,0.266,0.976,1.0,0.09,0.232,0.857,1.0,0.09,0.2,0.976,0.956,0.08,0.199,0.976,0.95,0.2,0.164,0.929,0.906,0.963
german,0.12,0.16,0.238,0.863,0.05,0.207,0.905,0.844,0.08,0.207,0.976,0.988,0.14,0.176,0.976,1.0,0.14,0.152,0.429,0.956,0.18,0.157,0.929,0.844,0.988
german,0.06,0.177,0.595,1.0,0.08,0.19,0.976,0.931,0.12,0.187,0.976,0.988,0.14,0.187,0.929,1.0,0.05,0.212,0.69,0.606,0.2,0.168,0.929,0.762,0.881
german,0.12,0.168,0.619,0.825,0.09,0.212,0.976,0.894,0.09,0.208,0.952,1.0,0.09,0.205,0.952,0.881,0.05,0.186,0.5,0.963,0.17,0.162,0.905,0.675,0.963
german,0.11,0.216,0.976,1.0,0.05,0.303,0.976,1.0,0.06,0.207,0.833,0.0,0.12,0.203,0.976,0.956,0.14,0.166,0.69,0.975,0.12,0.168,0.976,0.838,0.988
german,0.08,0.184,0.595,0.975,0.06,0.26,0.976,0.988,0.06,0.213,0.81,0.963,0.14,0.192,0.929,0.731,0.08,0.203,0.929,0.95,0.15,0.174,0.976,0.931,1.0
german,0.06,0.163,0.5,0.912,0.08,0.195,0.976,0.731,0.08,0.19,0.976,0.963,0.12,0.21,0.976,0.894,0.09,0.206,0.976,0.988,0.12,0.176,0.929,0.938,0.0
german,0.05,0.18,0.595,0.819,0.08,0.217,0.976,0.944,0.09,0.202,0.952,0.988,0.08,0.238,0.976,0.938,0.06,0.188,0.571,1.0,0.17,0.168,0.952,0.725,0.988
german,0.05,0.179,0.238,0.0,0.09,0.268,0.452,0.669,0.06,0.191,0.476,0.569,0.11,0.182,0.119,0.7,0.28,0.143,0.81,0.631,0.09,0.162,0.167,0.931,0.944
german,0.14,0.226,0.905,0.719,0.05,0.2,0.238,0.95,0.06,0.205,0.976,0.706,0.12,0.175,0.19,0.988,0.05,0.188,0.881,0.706,0.06,0.211,0.071,0.0,0.519
german,0.11,0.221,0.976,0.863,0.08,0.275,0.976,1.0,0.08,0.21,0.976,0.988,0.11,0.196,0.905,0.919,0.12,0.173,0.905,0.95,0.18,0.163,0.952,0.938,0.0
georgian,0.06,0.204,0.738,0.944,0.06,0.233,0.976,0.844,0.62,0.131,0.881,0.938,0.11,0.195,0.095,0.875,0.26,0.146,0.667,0.694,0.06,0.184,0.095,0.65,0.569
georgian,0.06,0.175,0.262,0.637,0.06,0.199,0.286,0.531,0.05,0.173,0.929,0.619,0.08,0.233,0.214,0.925,0.12,0.171,0.69,0.531,0.17,0.162,0.238,0.856,0.562
georgian,0.28,0.144,0.0,0.631,0.09,0.181,0.929,0.0,0.09,0.196,0.143,0.906,0.06,0.195,0.262,0.844,0.12,0.163,0.0,0.0,0.23,0.149,0.31,0.644,0.531
georgian,0.31,0.143,0.024,0.912,0.14,0.183,0.452,1.0,0.05,0.191,0.762,0.594,0.09,0.184,0.048,0.988,0.11,0.173,0.881,0.519,0.17,0.17,0.357,0.881,0.644
georgian,0.37,0.135,0.095,0.606,0.08,0.181,0.238,0.0,0.06,0.193,0.071,0.569,0.08,0.222,0.286,0.719,0.09,0.173,0.762,0.6,0.29,0.151,0.0,0.0,0.481
gedeo,0.09,0.261,0.976,0.925,0.05,0.222,0.905,1.0,0.06,0.174,0.929,0.756,0.09,0.18,0.905,0.856,0.08,0.225,0.0,0.0,0.05,0.18,0.881,0.988,0.594
garifuna,0.12,0.254,0.976,0.988,0.06,0.214,0.476,0.925,0.05,0.18,0.857,0.7,0.09,0.204,0.976,0.925,0.15,0.163,0.929,1.0,0.06,0.194,0.095,0.988,0.0
garifuna,0.12,0.174,0.976,0.944,0.08,0.196,0.976,1.0,0.08,0.184,0.881,0.963,0.09,0.191,0.976,0.963,0.11,0.208,0.976,0.0,0.26,0.157,0.952,0.963,0.963
ganda,0.22,0.165,0.0,0.894,0.06,0.246,0.095,0.469,0.06,0.222,0.429,0.0,0.09,0.218,0.333,0.844,0.08,0.196,0.571,0.544,0.17,0.165,0.405,0.881,0.544
ganda,0.34,0.147,0.571,0.863,0.11,0.164,0.452,0.912,0.09,0.158,0.595,0.706,0.06,0.234,0.024,0.912,0.09,0.183,0.429,0.95,0.18,0.185,0.095,0.819,0.531
ga,0.34,0.135,0.619,0.881,0.09,0.196,0.952,1.0,0.06,0.195,0.857,0.975,0.08,0.21,0.976,0.581,0.06,0.185,0.881,0.95,0.22,0.169,0.929,0.956,0.95
ga,0.11,0.176,0.881,0.938,0.05,0.176,0.238,0.988,0.05,0.212,0.929,0.0,0.08,0.191,0.905,0.844,0.09,0.196,0.952,0.95,0.14,0.176,0.976,0.981,1.0
ga,0.23,0.142,0.976,0.838,0.08,0.195,0.976,1.0,0.09,0.196,0.976,0.975,0.12,0.219,0.976,0.975,0.06,0.203,0.976,1.0,0.29,0.16,0.929,0.713,0.95
ga,0.12,0.223,0.238,0.631,0.06,0.194,0.357,0.644,0.08,0.176,0.5,0.0,0.12,0.17,0.167,0.65,0.06,0.196,0.548,0.588,0.11,0.181,0.095,0.844,0.5
gan,0.31,0.143,0.405,0.681,0.05,0.263,0.071,0.581,0.05,0.173,0.262,0.0,0.11,0.197,0.548,0.869,0.11,0.172,0.738,0.631,0.58,0.134,0.476,0.875,0.662
ga,0.14,0.202,0.024,0.575,0.15,0.157,0.476,0.769,0.05,0.189,0.119,0.662,0.09,0.197,0.548,0.919,0.09,0.173,0.857,0.556,0.45,0.149,0.976,0.925,1.0
ga,0.25,0.149,0.071,1.0,0.08,0.2,0.952,0.606,0.06,0.212,0.0,0.0,0.12,0.197,0.048,0.0,0.09,0.194,0.976,0.556,0.29,0.158,0.952,0.925,0.487
french,0.12,0.204,0.381,0.562,0.05,0.261,0.381,0.487,0.06,0.183,0.643,0.731,0.11,0.203,0.19,0.838,0.08,0.19,0.786,0.569,0.14,0.19,0.5,0.9,0.556
frisian,0.11,0.179,0.024,0.894,0.06,0.243,0.476,0.519,0.11,0.178,0.19,0.8,0.08,0.198,0.19,0.706,0.05,0.193,0.905,0.756,0.11,0.189,0.119,0.938,0.556
french,0.11,0.263,0.976,1.0,0.05,0.234,0.976,1.0,0.05,0.21,0.929,0.0,0.08,0.215,0.952,0.919,0.08,0.184,0.929,0.988,0.15,0.183,0.976,0.963,1.0
french,0.26,0.142,0.0,0.0,0.08,0.211,0.262,0.744,0.09,0.216,0.452,0.756,0.15,0.203,0.381,0.631,0.12,0.175,0.214,0.512,0.18,0.202,0.619,0.769,0.619
french,0.06,0.177,0.595,0.988,0.05,0.183,0.976,0.819,0.09,0.221,0.976,0.869,0.09,0.209,0.976,0.831,0.05,0.196,0.738,1.0,0.2,0.17,0.952,0.894,0.988
french,0.15,0.185,0.786,0.963,0.06,0.238,0.048,0.869,0.06,0.221,0.571,0.681,0.11,0.214,0.048,0.894,0.08,0.206,0.857,0.55,0.14,0.183,0.19,0.975,0.525
french,0.12,0.193,0.976,0.95,0.08,0.232,0.881,0.731,0.09,0.207,0.81,0.769,0.06,0.208,0.952,0.894,0.09,0.172,0.643,0.963,0.23,0.147,0.929,0.825,0.969
french,0.08,0.183,0.929,0.731,0.06,0.279,0.976,0.919,0.06,0.195,0.69,0.931,0.08,0.179,0.81,0.831,0.05,0.212,0.738,0.619,0.2,0.162,0.952,0.844,0.988
french,0.12,0.199,0.976,0.769,0.08,0.21,0.905,1.0,0.11,0.183,0.952,0.9,0.08,0.199,0.976,0.975,0.06,0.229,0.976,1.0,0.05,0.182,0.857,0.95,0.919
french,0.2,0.225,0.5,0.906,0.06,0.248,0.071,0.894,0.08,0.214,0.119,0.731,0.09,0.204,0.143,0.625,0.06,0.205,0.881,0.556,0.09,0.214,0.143,0.856,0.531
french,0.11,0.243,0.976,0.919,0.05,0.273,0.976,1.0,0.05,0.181,0.69,0.0,0.05,0.212,0.595,0.656,0.08,0.185,0.857,0.869,0.09,0.179,0.667,0.919,0.706
french,0.15,0.181,0.357,0.825,0.05,0.188,0.31,0.669,0.05,0.19,0.881,0.769,0.11,0.183,0.143,0.963,0.05,0.18,0.405,0.581,0.22,0.155,0.786,0.787,0.8
french,0.11,0.202,0.976,0.994,0.06,0.229,0.976,1.0,0.06,0.218,0.881,0.988,0.06,0.226,0.952,0.719,0.06,0.189,0.929,0.975,0.12,0.176,0.952,0.925,0.975
french,0.57,0.125,0.19,0.0,0.06,0.183,0.905,0.906,0.06,0.192,0.929,0.975,0.08,0.195,0.095,0.931,0.05,0.216,0.952,0.0,0.22,0.174,0.976,0.981,1.0
french,0.23,0.211,0.643,0.875,0.06,0.286,0.548,0.0,0.06,0.22,0.81,0.694,0.11,0.202,0.238,0.938,0.11,0.178,0.429,0.537,0.22,0.187,0.976,0.794,0.787
french,0.14,0.221,0.976,0.644,0.05,0.242,0.976,1.0,0.08,0.216,0.976,0.0,0.11,0.21,0.976,0.944,0.15,0.175,0.952,0.844,0.14,0.197,0.976,0.925,0.963
french,0.98,0.118,0.214,0.963,0.06,0.24,0.738,0.512,0.11,0.191,0.452,0.644,0.12,0.188,0.452,0.794,0.06,0.189,0.476,0.544,0.08,0.193,0.024,0.894,0.512
french,0.14,0.17,0.714,0.594,0.06,0.294,0.786,0.887,0.08,0.232,0.643,0.944,0.09,0.204,0.19,0.744,0.09,0.186,0.595,0.588,0.11,0.189,0.833,0.806,0.562
french,0.38,0.151,0.119,0.694,0.11,0.179,0.738,0.519,0.09,0.174,0.524,0.756,0.09,0.199,0.071,0.681,0.11,0.165,0.571,0.506,0.23,0.161,0.429,0.769,0.569
french,0.28,0.141,0.643,0.55,0.05,0.222,0.571,0.725,0.08,0.207,0.667,0.688,0.09,0.21,0.048,0.744,0.08,0.186,0.643,0.512,0.2,0.154,0.024,0.963,0.0
french,0.2,0.158,0.524,0.844,0.06,0.187,0.952,0.95,0.08,0.188,0.952,0.963,0.09,0.197,0.952,0.956,0.05,0.217,0.952,0.619,0.23,0.173,0.976,0.919,1.0
french,0.11,0.205,0.952,0.906,0.08,0.192,0.929,0.95,0.06,0.194,0.81,0.925,0.06,0.206,0.929,0.869,0.08,0.209,0.905,0.731,0.06,0.22,0.905,0.944,0.769
french,0.18,0.191,0.095,0.875,0.08,0.199,0.095,0.631,0.17,0.158,0.643,0.719,0.12,0.182,0.024,0.825,0.06,0.205,0.643,0.531,0.2,0.17,0.405,0.806,0.781
french,0.32,0.141,0.238,0.956,0.05,0.23,0.833,0.0,0.05,0.197,0.595,0.881,0.05,0.201,0.738,0.0,0.06,0.193,0.929,0.631,0.05,0.186,0.143,0.931,0.0
french,0.15,0.158,0.143,0.95,0.05,0.251,0.976,0.988,0.08,0.212,0.976,0.894,0.06,0.225,0.976,0.988,0.08,0.19,0.881,0.975,0.11,0.177,0.119,0.963,0.669
french,0.15,0.159,0.595,0.938,0.06,0.174,0.762,0.869,0.06,0.189,0.786,0.944,0.09,0.21,0.976,0.756,0.08,0.187,0.738,1.0,0.26,0.145,0.905,0.819,0.969
french,0.15,0.204,0.952,0.694,0.05,0.303,0.952,1.0,0.08,0.208,0.976,0.0,0.09,0.189,0.952,0.988,0.09,0.173,0.0,0.0,0.05,0.173,0.5,0.931,0.0
french,0.15,0.194,0.976,1.0,0.05,0.22,0.714,1.0,0.05,0.188,0.619,0.0,0.12,0.196,0.095,0.856,0.05,0.173,0.786,0.581,0.22,0.165,0.976,0.812,1.0
french,0.11,0.183,0.905,0.887,0.08,0.213,0.976,0.975,0.08,0.182,0.833,0.988,0.11,0.19,0.929,0.706,0.05,0.207,0.381,0.0,0.22,0.156,0.952,0.569,0.988
french,0.09,0.214,0.952,0.925,0.11,0.204,0.905,1.0,0.05,0.182,0.833,0.919,0.05,0.182,0.0,0.0,0.06,0.212,0.929,0.706,0.2,0.165,0.929,0.95,0.581
french,0.17,0.143,0.071,0.544,0.08,0.163,0.738,0.619,0.06,0.172,0.381,0.938,0.08,0.21,0.143,0.756,0.06,0.188,0.857,0.575,0.4,0.148,0.405,0.912,0.694
french,0.18,0.172,0.143,0.688,0.05,0.205,0.238,0.556,0.11,0.154,0.357,0.681,0.11,0.187,0.071,0.6,0.11,0.187,0.81,0.525,0.2,0.152,0.071,0.919,0.494
french,0.14,0.231,0.976,1.0,0.05,0.303,0.976,1.0,0.06,0.213,0.976,0.0,0.09,0.195,0.976,1.0,0.08,0.175,0.738,1.0,0.08,0.21,0.929,0.963,1.0
french,0.09,0.198,0.714,1.0,0.06,0.223,0.976,0.95,0.09,0.2,0.952,0.912,0.12,0.209,0.976,0.906,0.09,0.188,0.667,0.963,0.11,0.195,0.952,0.956,0.95
french,0.09,0.179,0.69,0.706,0.06,0.185,0.976,0.869,0.08,0.196,0.929,0.988,0.08,0.214,0.976,0.794,0.05,0.217,0.976,0.988,0.2,0.184,0.976,0.775,0.631
french,0.11,0.269,0.976,1.0,0.05,0.2,0.595,1.0,0.05,0.203,0.881,0.0,0.08,0.207,0.976,0.988,0.09,0.18,0.762,0.0,0.15,0.161,0.952,0.963,0.988
french,0.23,0.178,0.905,1.0,0.06,0.286,0.619,0.769,0.06,0.217,0.905,0.769,0.22,0.172,0.048,0.869,0.09,0.176,0.881,0.65,0.29,0.154,0.976,0.819,0.988
french,0.55,0.128,0.31,0.894,0.09,0.179,0.905,0.0,0.05,0.216,0.929,0.894,0.12,0.183,0.19,0.963,0.06,0.191,0.762,0.544,0.29,0.17,0.929,0.775,0.975
french,0.15,0.161,0.0,0.0,0.05,0.303,0.976,0.988,0.05,0.205,0.0,0.0,0.11,0.21,0.119,0.956,0.08,0.183,0.857,1.0,0.06,0.179,0.81,0.925,0.569
french,0.11,0.269,0.976,0.881,0.08,0.23,0.071,1.0,0.06,0.178,0.595,0.606,0.05,0.177,0.548,0.706,0.08,0.173,0.833,0.819,0.09,0.184,0.929,0.912,0.912
french,0.51,0.128,0.357,0.925,0.05,0.246,0.81,0.588,0.12,0.161,0.452,0.0,0.08,0.184,0.595,0.694,0.08,0.176,0.738,0.0,0.26,0.15,0.214,0.844,0.531
french,0.22,0.152,0.048,0.856,0.06,0.209,0.976,0.988,0.08,0.196,0.952,1.0,0.09,0.21,0.976,0.919,0.11,0.181,0.976,1.0,0.06,0.212,0.929,0.988,1.0
french,0.34,0.144,0.024,0.787,0.08,0.26,0.333,0.475,0.06,0.218,0.571,0.844,0.09,0.21,0.0,0.0,0.06,0.197,0.524,0.594,0.2,0.162,0.238,0.931,0.644
french,0.12,0.252,0.976,0.762,0.06,0.245,0.238,1.0,0.08,0.201,0.952,0.669,0.15,0.193,0.452,0.0,0.09,0.177,0.381,0.787,0.29,0.163,0.929,0.869,0.95
french,0.09,0.184,0.238,1.0,0.06,0.277,0.976,1.0,0.06,0.209,0.905,1.0,0.12,0.203,0.976,0.919,0.06,0.183,0.952,0.0,0.17,0.179,0.952,0.969,0.988
french,0.09,0.224,0.976,0.988,0.05,0.235,0.976,1.0,0.06,0.186,0.595,0.0,0.11,0.196,0.952,0.894,0.06,0.193,0.905,0.0,0.11,0.185,0.976,0.894,0.975
french,0.11,0.184,0.976,0.906,0.05,0.257,0.976,1.0,0.05,0.195,0.69,0.0,0.09,0.216,0.976,0.906,0.09,0.183,0.881,1.0,0.11,0.203,0.976,0.95,1.0
french,0.11,0.213,0.976,0.75,0.05,0.3,0.976,1.0,0.05,0.208,0.929,0.0,0.09,0.221,0.929,0.844,0.09,0.18,0.857,0.0,0.09,0.178,0.929,0.912,0.975
french,0.11,0.207,0.952,0.944,0.06,0.261,0.976,1.0,0.09,0.183,0.929,0.975,0.11,0.189,0.929,0.938,0.08,0.177,0.929,0.0,0.14,0.194,0.976,0.975,1.0
french,0.34,0.144,0.976,0.875,0.05,0.23,0.952,1.0,0.09,0.181,0.976,0.963,0.12,0.198,0.952,0.912,0.08,0.192,0.833,0.963,0.23,0.171,0.976,0.906,1.0
french,0.08,0.213,0.976,0.825,0.05,0.284,0.976,1.0,0.14,0.144,0.81,0.944,0.06,0.188,0.119,0.85,0.08,0.2,0.0,0.0,0.05,0.172,0.095,0.0,0.681
french,0.15,0.158,0.762,0.906,0.05,0.253,0.976,1.0,0.06,0.229,0.976,0.0,0.08,0.217,0.952,0.731,0.08,0.197,0.929,0.963,0.18,0.16,0.976,0.975,0.713
french,0.12,0.22,0.976,1.0,0.05,0.269,0.976,1.0,0.06,0.194,0.976,0.0,0.11,0.215,0.976,0.856,0.08,0.18,0.929,0.0,0.09,0.19,0.952,0.869,0.975
french,0.11,0.23,0.595,0.581,0.06,0.231,0.929,0.919,0.09,0.224,0.833,0.956,0.11,0.211,0.095,0.856,0.08,0.192,0.976,0.512,0.2,0.175,0.952,0.956,0.494
french,0.14,0.165,0.024,0.844,0.05,0.212,0.952,1.0,0.08,0.188,0.976,0.0,0.11,0.201,0.976,0.988,0.11,0.172,0.762,1.0,0.18,0.162,0.714,0.869,0.887
french,0.15,0.214,0.976,0.975,0.05,0.269,0.976,1.0,0.06,0.204,0.976,0.844,0.11,0.194,0.19,0.938,0.06,0.195,0.619,0.938,0.2,0.162,0.929,0.8,0.938
french,0.09,0.169,0.857,0.981,0.05,0.241,0.976,0.938,0.05,0.186,0.476,0.0,0.05,0.21,0.452,0.0,0.05,0.193,0.548,0.606,0.22,0.152,0.929,0.863,0.875
french,0.08,0.221,0.238,0.625,0.05,0.183,0.952,0.794,0.18,0.141,0.976,0.944,0.08,0.204,0.262,0.988,0.14,0.167,0.667,0.55,0.29,0.149,0.929,0.831,0.494
french,0.17,0.163,0.571,0.556,0.05,0.24,0.0,0.0,0.06,0.188,0.0,0.0,0.09,0.186,0.071,0.0,0.09,0.175,0.905,0.506,0.2,0.149,0.214,0.95,0.544
french,0.12,0.22,0.976,0.581,0.05,0.25,0.952,1.0,0.09,0.197,0.833,0.894,0.08,0.229,0.976,0.781,0.08,0.204,0.952,0.0,0.18,0.171,0.952,0.85,0.994
french,0.11,0.202,0.976,1.0,0.08,0.22,0.976,0.963,0.06,0.198,0.929,0.988,0.08,0.209,0.929,0.781,0.06,0.199,0.881,0.938,0.14,0.168,0.976,0.9,0.0
french,0.12,0.166,0.571,0.863,0.05,0.291,0.833,0.894,0.05,0.204,0.238,0.0,0.08,0.203,0.119,0.694,0.05,0.182,0.595,0.463,0.09,0.18,0.19,0.938,0.594
french,0.18,0.154,0.119,0.975,0.05,0.203,0.976,1.0,0.06,0.206,0.976,0.0,0.06,0.23,0.976,0.938,0.11,0.169,0.81,1.0,0.14,0.182,0.952,0.95,0.988
finnish,0.08,0.235,0.071,0.869,0.08,0.214,0.619,0.631,0.09,0.187,0.595,0.856,0.12,0.199,0.357,0.619,0.11,0.176,0.857,0.562,0.2,0.15,0.405,0.838,0.644
french,0.31,0.127,0.048,0.806,0.06,0.244,0.976,0.469,0.14,0.151,0.881,0.944,0.09,0.187,0.024,0.75,0.06,0.224,0.976,1.0,0.2,0.178,0.976,0.963,0.988
finnish,0.06,0.217,0.976,1.0,0.06,0.218,0.976,1.0,0.08,0.198,0.786,0.919,0.11,0.196,0.976,0.906,0.2,0.151,0.571,0.875,0.11,0.193,0.881,0.669,0.988
finnish,0.12,0.203,0.976,0.844,0.05,0.223,0.952,1.0,0.08,0.212,0.976,0.694,0.11,0.218,0.976,1.0,0.08,0.21,0.976,0.0,0.37,0.136,0.952,0.75,0.844
finnish,0.15,0.215,0.405,0.881,0.06,0.257,0.548,0.844,0.12,0.185,0.595,0.669,0.09,0.228,0.071,0.769,0.09,0.175,0.643,0.45,0.28,0.15,0.31,0.812,0.544
finnish,0.49,0.134,0.214,1.0,0.06,0.246,0.952,0.681,0.06,0.196,0.405,0.681,0.14,0.192,0.095,0.681,0.09,0.178,0.976,0.463,0.18,0.157,0.167,0.906,0.594
finnish,0.06,0.209,0.976,0.988,0.08,0.233,0.976,1.0,0.05,0.201,0.762,0.95,0.09,0.212,0.952,0.919,0.08,0.189,0.976,0.988,0.12,0.188,0.976,0.963,0.988
finnish,0.09,0.264,0.976,0.856,0.05,0.195,0.381,1.0,0.05,0.211,0.81,0.0,0.09,0.204,0.976,0.744,0.05,0.201,0.81,0.644,0.05,0.162,0.167,0.969,0.0
filipino,0.14,0.233,0.5,0.637,0.05,0.3,0.714,0.912,0.05,0.188,0.833,0.0,0.05,0.202,0.143,0.806,0.06,0.18,0.738,0.569,0.05,0.18,0.071,0.844,0.581
filipino,0.09,0.164,0.0,0.0,0.06,0.2,0.976,0.756,0.08,0.212,0.905,1.0,0.08,0.177,0.952,0.906,0.08,0.19,0.976,0.606,0.05,0.172,0.167,0.969,0.581
finnish,0.05,0.188,0.548,0.975,0.06,0.234,0.976,0.975,0.06,0.191,0.929,0.906,0.09,0.219,0.048,0.963,0.06,0.228,0.976,0.0,0.2,0.159,0.952,0.725,0.988
fijian,0.23,0.144,0.024,0.531,0.08,0.194,0.476,0.494,0.08,0.2,0.667,0.744,0.11,0.195,0.071,0.744,0.06,0.198,0.619,0.631,0.25,0.152,0.167,0.844,0.812
fijian,0.12,0.175,0.976,0.912,0.08,0.208,0.952,0.95,0.09,0.188,0.976,0.988,0.09,0.199,0.071,0.988,0.05,0.199,0.881,0.556,0.23,0.176,0.976,0.925,0.925
fijian,0.12,0.197,0.976,0.619,0.05,0.303,0.476,1.0,0.05,0.189,0.643,0.0,0.06,0.229,0.976,0.869,0.06,0.183,0.643,0.644,0.14,0.167,0.952,0.881,0.988
farsi,0.12,0.227,0.976,1.0,0.06,0.239,0.976,1.0,0.05,0.191,0.786,0.856,0.08,0.205,0.976,0.825,0.08,0.192,0.857,1.0,0.18,0.161,0.976,0.925,0.0
farsi,0.09,0.177,0.786,1.0,0.06,0.207,0.929,0.9,0.06,0.221,0.952,0.594,0.09,0.214,0.976,0.963,0.09,0.202,0.952,1.0,0.17,0.17,0.905,0.963,0.975
farsi,0.08,0.202,0.976,0.95,0.12,0.174,0.952,1.0,0.06,0.19,0.81,0.938,0.09,0.219,0.905,0.831,0.12,0.173,0.452,0.975,0.29,0.162,0.952,0.731,0.988
farsi,0.14,0.201,0.143,0.719,0.05,0.194,0.762,0.619,0.06,0.193,0.619,0.594,0.09,0.185,0.143,0.756,0.09,0.164,0.643,0.469,0.2,0.167,0.143,0.887,0.606
fataluku,0.12,0.178,0.048,0.881,0.06,0.226,0.214,0.537,0.08,0.191,0.524,0.531,0.09,0.219,0.238,0.819,0.12,0.19,0.548,0.606,0.2,0.165,0.024,0.688,0.762
farsi,0.2,0.149,0.071,0.706,0.06,0.231,0.214,0.581,0.05,0.185,0.405,0.0,0.09,0.221,0.048,0.812,0.09,0.187,0.952,0.5,0.2,0.177,0.976,0.906,0.894
farsi,0.05,0.172,0.452,0.731,0.11,0.18,0.952,0.644,0.08,0.205,0.952,0.963,0.05,0.207,0.929,0.988,0.11,0.164,0.929,0.931,0.12,0.166,0.952,0.988,1.0
farsi,0.05,0.166,0.405,0.838,0.14,0.165,0.976,0.831,0.08,0.235,0.976,0.988,0.09,0.212,0.976,0.919,0.06,0.199,0.833,0.0,0.17,0.161,0.929,0.869,0.988
farsi,0.06,0.166,0.452,1.0,0.06,0.209,0.976,0.906,0.08,0.19,0.952,0.975,0.08,0.224,0.071,0.975,0.06,0.194,0.452,0.525,0.29,0.144,0.952,0.725,0.988
farsi,0.14,0.231,0.976,0.938,0.08,0.216,0.976,1.0,0.08,0.21,0.976,0.988,0.06,0.196,0.976,0.875,0.08,0.167,0.714,1.0,0.05,0.208,0.857,0.931,0.0
farsi,0.14,0.238,0.976,0.981,0.06,0.252,0.976,1.0,0.11,0.176,0.976,0.938,0.09,0.215,0.952,0.912,0.06,0.186,0.881,1.0,0.09,0.17,0.905,0.906,0.988
farsi,0.11,0.186,0.976,1.0,0.09,0.162,0.833,1.0,0.09,0.185,0.833,0.812,0.08,0.186,0.095,0.806,0.06,0.206,0.0,0.0,0.12,0.205,0.976,0.975,0.988
farsi,0.05,0.174,0.024,0.0,0.05,0.185,0.595,0.0,0.06,0.214,0.381,0.0,0.09,0.203,0.381,0.794,0.06,0.225,0.786,0.544,0.31,0.166,0.119,0.906,0.444
farsi,0.05,0.164,0.214,0.619,0.09,0.176,0.929,0.594,0.11,0.184,0.762,0.988,0.06,0.194,0.762,0.912,0.06,0.17,0.786,0.856,0.06,0.21,0.667,0.819,0.519
farsi,0.06,0.173,0.31,0.781,0.11,0.196,0.524,0.756,0.05,0.222,0.714,0.831,0.11,0.194,0.857,0.95,0.08,0.193,0.429,0.519,0.15,0.188,0.405,0.95,0.506
farsi,0.45,0.132,0.476,0.85,0.12,0.193,0.976,1.0,0.08,0.223,0.81,0.681,0.14,0.198,0.905,0.894,0.06,0.205,0.929,0.963,0.51,0.142,0.952,0.975,0.906
farsi,0.14,0.172,0.095,0.631,0.08,0.241,0.976,0.975,0.05,0.221,0.667,0.988,0.09,0.185,0.952,0.856,0.06,0.187,0.5,0.963,0.2,0.17,0.952,0.919,0.988
farsi,0.11,0.164,0.667,0.819,0.06,0.242,0.976,0.975,0.09,0.209,0.976,0.988,0.09,0.216,0.976,0.95,0.09,0.174,0.0,1.0,0.29,0.156,0.952,0.906,0.988
farsi,0.17,0.237,0.976,0.681,0.06,0.239,0.952,1.0,0.11,0.187,0.929,0.975,0.17,0.155,0.976,0.975,0.08,0.182,0.857,0.519,0.32,0.171,0.976,0.894,0.988
farsi,0.15,0.237,0.976,1.0,0.06,0.273,0.976,0.781,0.11,0.201,0.429,0.719,0.06,0.204,0.167,0.681,0.08,0.182,0.881,0.562,0.15,0.161,0.238,0.956,0.606
farsi,0.11,0.155,0.548,0.512,0.15,0.162,0.0,0.0,0.08,0.198,0.214,0.694,0.12,0.193,0.119,0.925,0.08,0.188,0.548,0.881,0.23,0.144,0.071,0.0,0.481
farsi,0.11,0.204,0.167,0.0,0.06,0.242,0.595,0.65,0.05,0.203,0.905,0.0,0.09,0.199,0.548,0.894,0.06,0.188,0.524,0.531,0.09,0.212,0.119,0.806,0.531
faroese,0.15,0.154,0.762,0.869,0.05,0.188,0.929,0.906,0.12,0.163,0.786,0.0,0.11,0.196,0.976,1.0,0.08,0.167,0.595,0.975,0.08,0.176,0.881,0.762,0.731
farsi,0.11,0.19,0.738,0.7,0.05,0.222,0.833,0.875,0.08,0.208,0.857,0.631,0.08,0.232,0.024,0.963,0.08,0.198,0.405,0.519,0.09,0.2,0.048,0.912,0.419
